"id","display_name","display_name_alternatives","relevance_score","ids","orcid","works_count","cited_by_count","counts_by_year","2yr_mean_citedness","h_index","i10_index","last_known_institutions","topics","works_api_url"
"https://openalex.org/A5087380803","Jochem Tolsma",
